Username,Likes,Comments,Timestamp,Caption,TP_scores,EH_scores,ratings match?,avg,Number incorrect,
thenicudoula,23,12,2022-05-22T03:06:10.000Z,"🏆 𝗧𝗲𝗹𝗹 𝗺𝗲 𝘆𝗼𝘂𝗿 𝗽𝗿𝗼𝘂𝗱𝗲𝘀𝘁 𝗳𝗲𝗲𝗱𝗶𝗻𝗴 𝗺𝗼𝗺𝗲𝗻𝘁 - whether it's nursing, bottle feeding, G-tube, SNS, pumping, transitioning to solids - let's celebrate the wins!

Pumping while babywearing definitely felt like leveling up for me! And feeding her an extra year with pumped milk I'd stashed in my deep freeze made me feel like a superhero. 

Comment with your favorite feeding accomplishment! ⬇️

ID in alt text

#nicubaby #nicuparent #nicudad #nicumom #nicumum #niculife #nicugrad #nicugraduate #nursing #pumpingparent #exclusivelypumping #triplefeeding #postpartum #nicudoula #thenicudoula #kangaroula #nicurollercoaster #micropreemie #preemie #premie #lowbirthweight #gastroschisis #pumpingmilk #nicusupport #exclusivepumping",,,,,,
bornwellnewbornservices,23,1,2022-08-02T18:45:35.000Z,"This little nugget has grown so well this past week thanks to his hard working mama and his love of milk.  Their breastfeeding journey hasn’t been simple but he LATCHED so well today and is showing great progress. This is just a reminder that when it comes to breastfeeding, many times it’s not simple.  It is very common to need consistent education, resources and trusted professional support in order to support you as you and your little one find your way. 

#breastfeeding #latchedandloaded #thelatchrn #lactationeducation #newborn #nicunurse #pumpingmom #triplefeeding",,,,,,
nurturecolumbus,23,1,2022-03-11T13:57:45.000Z,"#breastfeedingisconfidence is a theme at Nurture over the last month. We loved this thank you card that reminded us Lactation Support = Confidence. We see you working hard and we see your confidence growing!

Keep being amazing 💜

#inhomelactation #cbusibclc #supportchangeseverything #breastfeedingsupport #triplefeeding #bottlefeeding #exclusivepumping",,,,,,
lowmilksupplyfoundation,23,0,2021-08-05T22:06:30.000Z,"Whatever your journey looks like, we're here to support and celebrate with you. Way to go! 

#lowmilksupplyawarenessday

#lowmilksupplyfoundation
#igtandlowmilksupplysupportgroup #igtandlowmilksupply #igt #lowmilksupply #lowsupply #normalizebf #normalizebreastfeeding #worldbreastfeedingweek #wbfw  #chestfeeding #sns #atbreastsupplementation #breastfeeding #bf #ibclc #bottlefeeding #donormilk #mixedfed  #pacedbottlefeeding #lactaid #bottle #triplefeeding #breastfeedingproblems #breastfeeding #supplementalnursingsystem #breastpump #pumping #milkbank",,,,,,
madison.cleckler,23,3,2021-07-09T21:20:12.000Z,"Babies are like avocados, wait just a minute too long and they go from peacefully sleeping to hangry AF… 

Have you had this happen to you? 

P.S.- this exact scenario is why I stopped using a supplemental nursing system. Yeah, yeah, I know everyone suggests it for at breast supplementation but what they don’t tell you is how much of a pain that thing can be…. Which is why I offer support for ALL feeding journeys!

🤱🏾🧑🏻‍🍼Preparing for your baby feeding journey? Join me for Baby Feeding Basics, a webinar that will teach you: 

💫How to choose a feeding method that feels right for you

💫Basic information on feeding methods: breast/chestfeeding, exclusive pumping, supplementing, and bottle feeding

💫Baby nuances that will help you feel more normal during the first 3 months when you feel like all you’re doing is feeding a bottomless pit. 

The webinar occurs live Thursday, July 15th. To learn more and sign up, DM “webinar” or head over to the link in my bio!",,,,,,
lucyruddleibclc,23,0,2020-06-15T18:45:18.000Z,"skilled, independent infant feeding support, whether you are breastfeeding, mixed feeding or formula feeding.⁠
As an IBCLC in private practice I pride myself on the time and attention I can give the families who approach me for support. When you hire me for a zoom consultation or a telephone call you get me for 2 weeks. I'm here for follow-up questions, adjustments to your plan and for emotional support as you set to work meeting your goals. I have a range of support available to suit every budget. Get in touch to see how I can help you. ⁠
⁠
#ibclc #ibclclife #breastfeedingsupport #breastfeeding #chestfeeding #lowsupply #pumpingmilk #triplefeeding #newborn #milksupply #liquidgold #love #doula #midwife #breastfeedingcounsellor #peersupporter #relactation #feedinggoals #hereforyou #breastfeedingjourney #virtualbreastfeedingsupport",,,,,,
jlsewingmachinefactory,22,0,2024-08-27T09:05:31.000Z,"JL-1342
Two needle walking foot triple feed industrial sewing machine

#twoneedles #twoneedle #doubleneedlesewing #industrialsewingmachine #tripledrag #triplefeeding #twoneedlestitch #doubleneedlethread #maquinadecoser #walkingfootsewingmachine #lockstitchsewingmachine #lockstitchmachine #diysewing",,,,,,
sagementalhealthbc,22,0,2024-01-20T05:42:39.000Z,"How you feed your baby is a personal decision, one that needs to take into account YOUR preferences, needs, and mental and physical health, as well as your baby’s. 

I will always support your feeding choices. YOU know what’s best for you and your baby.

Gorgeous image @feliciasaundersphoto 

#fedisbest #formulafeeding #formulafed #bottlefeeding #bottlefed #breastfeeding #breastfed #triplefeeding #pumpingmom #feedingtube #tubefed #chestfeeding #momssupportingmoms #yourmentalhealthmatters #inclusivefeeding #maternalmentalhealth #postpartum #postpartummentalhealth #postpartumdepression #postpartumanxiety #yourbabylovesyou #youreamazing #momcommunity #supportnewmoms #therapyformoms #sagementalhealthbc #youredoinggreat #newmom",,,,,,
postpartum.care.co,22,26,2022-05-18T01:39:25.000Z,"When I was pregnant with my first baby I read everything I could get my hands on. There were still plenty of things that surprised me about breastfeeding. 

I was not prepared for night two…even though I knew it was coming. 

What surprised you about breastfeeding? 
I’d love you to share.

#breastfeeding #breastfed #breastfeedingsupport #breastfeedingjourney #colostrum #triplefeeding",,,,,,
milkylove.co,22,3,2022-07-21T01:46:12.000Z,"there is work to be done. 🫶🏼

the stat that you see here gives me mixed emotions; sad bc dang but hopeful bc what an opportunity for change and impact. 🙌🏼

there is education to be shared.
there is knowledge to be learned.
there is awareness to be spread.
there is advocacy to be done.
there are moms, babies, families that deserve the truth, the facts & the opportunity to prepare, have access to help & support to bridge this gap.",,,,,,
hope_and_wine,22,2,2021-09-27T18:55:56.000Z,"Has anyone been advised to try triple feeding and never heard of such a thing? 

When my daughter was born this was something we were told right from the get go to do. She was unable to latch at the breast and breastfeeding was always my goal. At the time we thought she only had a tongue tie and was weaker due to prematurity, later on we learned about her laryngomalacia. 

Triple feeding is a three step process. Breastfeeding, bottle feeding and pumping. It takes a lot of time and dedication. I have been doing it for 6 months now, it is exhausting, but rewarding. 

I wouldn’t have survived our triple feeding journey this far without my @spectrababyusa pump and my @willowpump 

Click the link in my bio to check my post that helps walk you through triple feeding and ways to tackle it. 

thenursemamadiaries.com

#triplefeeding #breastfeeding #pumpingmom #spectrabreastpump #thenursemamadiaries #momlife #loveourlittles #fedisbest #exclusivepumping #fedisbestwhetherbottleorbreast #feedingdifficulties #laryngomalacia #laryngomalaciawarrior #latepretermbaby #prematurityawareness #tonguetiebabies #mamablog #mylittlepeanut",,,,,,
hope_and_wine,22,5,2021-09-21T15:44:45.000Z,"Whoever came up with the saying “don’t cry over spilled milk” obviously never spent 20 minutes pumping, to just knock it over. 

Am I right? Who has experienced this? I’ve literally had a few meltdowns after knocking over those precious 2 oz I just worked so hard for. Especially after first having my daughter and struggling with a low milk supply. 

I started pumping straight from the get go, first day in the hospital, because my daughter couldn’t latch or transfer milk from the breast. At the time we chalked it up to prematurity, but there were other issues going on as well we didn’t yet know about. 

I used to call my pump “the torture device” because I was so sore from triple feeding every 2-3 hours and didn’t realize at the time I had something called elastic nipples (something I had never heard of). So spilling those precious drops of “liquid gold” was 💯 cause for a meltdown. 

Stay tuned! More info on triple feeding and ways to help increase your milk supply is coming soon! 💗 

No milk was harmed in the making of this post. 🍼

#thenursemamadiaries #spilledmilk #pumpingmom #exclusivepumping #triplefeeding #breastfeeding #prematurityawareness #liquidgold #spectrabreastpump #spectra #lactationcookies #lowmilksupply #elasticnipples #pumpinpals #laryngomalaciababy #tonguetie #drbrownsbottles #wetriedeverything #willowbreastpump #boppypillow #mybrestfriend",,,,,,
lowmilksupplyfoundation,22,0,2021-08-05T21:47:16.000Z,"We support you feeding your baby in whatever combination of ways works best for you.

#lowmilksupplyawarenessday

#lowmilksupplyfoundation
#igtandlowmilksupplysupportgroup #igtandlowmilksupply #igt #lowmilksupply #lowsupply #normalizebf #normalizebreastfeeding #worldbreastfeedingweek #wbfw  #chestfeeding #sns #atbreastsupplementation #breastfeeding #bf #ibclc #bottlefeeding #donormilk #mixedfed  #pacedbottlefeeding #lactaid #bottle #triplefeeding #breastfeedingproblems #breastfeeding #supplementalnursingsystem #breastpump #pumping #milkbank",,,,,,
breastfeedingdiabetic,22,2,2021-02-28T19:44:13.000Z,"Part 3 | Breastfeeding journey 

Upon arrival to the ED
I had a breakdown. I didn’t know what to say when they asked why we were there, all I could do was cry & say something was wrong with my baby. I told them he was 5 days old & would not swallow/drink anything. They did all the normal admission things like temp, weight, BP, etc & I didn’t notice any of the numbers, but I noticed my baby was barely crying. None of it made him upset & I knew it should.

He was taken back to a room & right away the doctor on the floor came in. She attempted to give him his bottle & confirmed I did the right thing by bringing him when I did. Immediately they began treatment for jaundice, hypothermia, dehydration & an unstable heart rate. We were quickly transferred to a larger Pediatric hospital out of town & after 12 heartbreaking hours he had a diagnosis of bacterial meningitis. I had unknowingly become GBS+ at delivery.

He was so sick that he could not swallow or take anything by mouth. He received a continuous IV of saline & dextrose to give him nutrition along with an array of antibiotics until he was healthy enough to take a bottle. I continued to pump, but now I worried that the stress would delay my mature milk even further.

Finally, on day 7 of life he was able to take a bottle again. Two full days from my last attempt at bottle feeding. Now we had a whole new set of obstacles with him being in an isolette & being covered in wires & tubes. The next day he was stable enough to come out of the isolette & we were able to do skin to skin & attempt breastfeeding again. 

Breastfeeding was super challenging with all the cords hooked up to him & he was still pretty weak but we would try every 2-3 hours & follow up with a bottle of pumped milk & then formula if he needed more. We triple fed for the next 2 weeks while he continued antibiotics for the meningitis. It was so exhausting triple feeding, but he was finally gaining weight & was able to remove the IV nutrition.

[Continued in Comments]

#breastfeedingdiabetic #breastfeedingwithdiabetes #mypostpartumjourney #diabeticmama #lactationconsultant #triplefeeding #breastfeedingjourney #pumpingmama #gestationaldiabetes",,,,,,
narababy,22,7,2020-12-10T20:32:30.000Z,"Let’s talk about triple feeding! If a baby isn’t gaining sufficient weight from nursing alone, it’s very common to switch to triple feeding. The goal is to keep them fed while continually working on nursing so that eventually the pumping and bottle feeding steps can stop.

What do you think about triple feeding? Let us know below 👇",,,,,,
blissfulbabysteps,22,2,2021-10-29T11:40:32.000Z,"I remember the moment of dread right before she would latch. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
The sharp pain as she chomped still takes my breath away. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
I barely kept it together as she frantically tried to get milk out, screaming at my breast, and both of us overwhelmed. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
“Is she getting enough?” “Am I producing enough?” “Am I enough?” 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
I played those questions on repeat in my head for weeks. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Breastfeed with SNS, bottle feed breast milk, bottle feed formula, pump. Take supplements to increase milk supply. Repeat. All to the sound track of a wailing  baby. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
It was exhausting. I was putting too much pressure on myself because I was nervous I would “fail”, that it was my fault she had been marked failure to thrive. Scared she’d get sick without my antibodies to protect her.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
I remember feeling proud of this bottle of milk. I spent all day collecting it. It was the first and one of the only bottles full of my breast milk that I gave her. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
It took several friends and my IBCLC to help me realize that my worth as a mom isn’t defined by the amount of breast milk I create. That it was okay to feed my baby both breast milk and formula without “failing”. It took several professionals to help me realize that Ophelia had several restrictions preventing her from latching and sucking correctly. It took more research to help me understand how hormonal disorders can affect milk supply. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
My point is, you and your baby’s feeding journey can look so many different ways. And whichever way works best for both of your overall mental and physical health, is the perfect way. For Ophelia and I, that looked like breastfeeding for a little bit, then bottle feeding formula. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
And whatever way it looks like for you- be proud. Keeping a tiny human alive is NOT a small feat, but you are doing it, and you are doing it well. 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#infantfeeding #fedisbest #breastfeeding #formulafeeding #breastmilk #formula #pumping #triplefeeding #postpartum #milksupply #pcos #breastfeedingjourney #postpartumjourney #lactation #lactationsupport #hamptonroadsva #hamptonroads
⠀⠀⠀⠀⠀⠀⠀⠀⠀",,,,,,
tonguetieexperts,22,1,2022-06-29T16:01:12.000Z,"What are the signs that baby is getting enough breast milk?

One of the first signs that baby is getting enough breast milk is that mom is comfortable. If there isn’t any pain and mom is comfortable, that is a sign that baby is transferring milk from the breast.

If baby has a good latch and feeding efficiently, then baby will be satisfied between feedings. Baby will be able to go into a restful sleep without a pacifier and without swaddling.

If you are experiencing any pain, then reach out to an IBCLC for assistance. 

If you are expecting a baby, a new parent, or a physician and would like to get back to the basics of breastfeeding, join us in episode 9 of the Tongue Tied Experts podcast. 

#enoughmilk #lowmilksupply #pumpingmom #exclusivepumping #supplementing #formulasupplement #formulashortage #Nipplepain #latch #ibclc #PCOS #Breastfeedingafterbreastsurgery #pediatricians #insufficientmilksupply #IGT #powerpumping #Howmuchmilk #galactogogues #lactationcookies #Feedingcues #swaddling #feedondemand #skintoskin #increasemilksupply #moremilk #makingmoremilk #triplefeeding",,,,,,
lowmilksupplyfoundation,22,0,2021-08-05T22:04:54.000Z,"Formula is awesome, safe, healthy food for babies. We applaud you for making the decision to feed your baby with it!

#lowmilksupplyawarenessday

#lowmilksupplyfoundation
#igtandlowmilksupplysupportgroup #igtandlowmilksupply #igt #lowmilksupply #lowsupply #normalizebf #normalizebreastfeeding #worldbreastfeedingweek #wbfw  #chestfeeding #sns #atbreastsupplementation #breastfeeding #bf #ibclc #bottlefeeding #donormilk #mixedfed  #pacedbottlefeeding #lactaid #bottle #triplefeeding #breastfeedingproblems #breastfeeding #supplementalnursingsystem #breastpump #pumping #milkbank",,,,,,
linda.m.potter,22,3,2018-10-12T11:09:51.000Z,"All we have are our stories. This is a long one. But worth the read. ⠀⠀
The first year of Carson’s life was confusing. He was happy! But I remember feeling shame and defeated the entire first year. I would dread the doctor visits. In fact, sometimes I would cry on the way there because I knew he wouldn’t weigh enough. ⠀⠀
You see, the first week, he gained weight. Milk would literally shoot into his mouth and he was on track to gaining back his birth weight. I mean, I felt like I could maybe do this mom thing!!! 💪🏻
⠀⠀
Then the second week came. And he had to actually remove the milk and he wasn’t. I would nurse for 20 minutes on each side. Thinking he was eating. Thinking all was well. Then we went to the checkup. And no weight gain. ⠀⠀
Triple feeding. That was the answer. Feed the baby for 40 minutes. Pump for 20. Feed for 20. Around the clock. It was in those dark moments in the middle of the night, I felt shame. That I couldn’t even feed my baby. What kind of mother can’t feed their baby?!? And I would tell myself the cruelest things. ⠀⠀
He still wouldn’t eat. Not really anyway. No tummy troubles. No reflux. Just not hungry. I quit the nursing. Went straight to pumping so we could know every ounce he ate. And we would write everything down. Rounding up because I wanted to end the day at 14-15 ounces. ⠀⠀
We did this his entire first year. After work I would pick him up from daycare and he would have ate 6 ounces all day. And I knew, there was no way I could make up the difference in a few hours. ⠀⠀
It consumed me. It’s how I measured if I was a good mom. I was a mess inside. Frantic for someone to tell me that he’s fine. Instead we would go to the doctor and she would confirm that I’m a terrible mother with the discussion of “failure to thrive.” ⠀⠀
When he was one, he weighed a little over 15 pounds. Was wearing 9 month clothes. And HAPPY! Just small. Yet I allowed them to do a series of tests. I held his helpless body down while they attempted to draw a large amount of blood from his tiny arm. And after what seemed like hours of both of us crying and multiple failed attempts, I said NO MORE! ⠀⠀
Trust your gut. Empower yourself. You are enough.",,,,,,
gingerlymama.clc,21,0,2024-04-30T19:34:29.000Z,"Calm, cool and collected 🤱🏼

You would never guess that this mama was having level 9/10💥pain when nursing just one week prior to this picture.

This is baby #3 and she was beginning to doubt she could continue breastfeeding. Her pain dropped substantially within in 24 hours and then was down to 1-2 pain in 72 hours after our home visit. 

Don’t continue to suffer, reach out for help to identify the root cause and create a personalized care plan that aligns with your needs and preferences.

#gingerlymamallc #gingerlymamaclc #breastfeedingjourney #breastfeedingstories #pumpingmama #pumping #bottlefeedingmama #bottlefeeding #supplementingmama #supplementing #triplefeeding #gingerlymama #breastfeeding #breastmilk #babyfeedingjourney #lowsupplystories #breastfeedingsupport #enoughmilk #support #empowerment #clc #clcsupport #feedyourbabyyourway #humanmilk #humanmilkforhumanbabies #humanmilksaveslives #breastfeedingmoms #breastfeedingconfidence #breastfeedingconcerns 

*posted with permission*",,,,,,
gingerlymama.clc,21,2,2024-08-02T19:11:24.000Z,"🤱🏻Breastfeeding is so much more than just feeding a baby; it’s a profound connection. Abby’s journey exemplifies this deeply. Despite facing significant challenges such as painful latches, refusal, low milk transfer, triple feeding, clogs, and mastitis, Abby’s perseverance and dedication never wavered. Her commitment to breastfeeding, throughout the obstacles, highlights her incredible strength and determination.

Breastfeeding offers immense benefits beyond mere nourishment, including emotional bonding and comfort, which are vital for both mother and baby. Even when supply issues or other challenges arise, the value of breastfeeding remains significant. Abby’s story is a testament to how crucial it is to seek support when navigating these hurdles. Her resilience and the support she received ensured that her baby received the essential nutrients and the nurturing bond she so desired. Abby’s journey is truly inspiring and a powerful reminder of the strength and benefits of breastfeeding.

Support came from all angles— lactation, oral functional therapy, midwifery, chiropractic, pediatricians, it takes a village and I’m grateful for all the amazing support resources in the QCA. 

#gingerlymamallc #gingerlymamaclc #breastfeedingjourney #breastfeedingstories #pumpingmama #pumping #bottlefeedingmama #bottlefeeding #supplementingmama #supplementing #triplefeeding #gingerlymama #breastfeeding #breastmilk #babyfeedingjourney #lowsupplystories #breastfeedingsupport #enoughmilk #support #empowerment #clc #clcsupport #feedyourbabyyourway #humanmilk #humanmilkforhumanbabies #humanmilksaveslives #breastfeedingmoms #breastfeedingconfidence #breastfeedingconcerns",,,,,,
lifeofalouise,21,4,2024-02-22T17:47:34.000Z,"Apparently it's #breastfeedinginpublicday today. I don't have any pics of me feeding at playgroup this morning but here's a throwback to some public pics in the weeks after our hospital admission where I was so confused about what I was doing so wrong this time round, and getting so many mixed messages. 

So Starbucks in particular was a celebration of release from the hospital, and the final pic from @johaycockphotography at the wonderful Simply Sisterhood Cardiff (@drmichellegraham) represents the support from so many people, freedom I felt in getting out there and trying to trust my gut and carry on, even amongst other hard things, that as confirmed by the dietician this week seems to have been the right thing for us 💖 

Why do I care about feeding in public? Same as people choosing to change publicly in changing rooms - the body is beautiful, and I'm so glad I don't feel like I have to hide in a public toilet to feed like I did with G but I also acknowledge it is not easy to feed in public and can feel super exposing, especially if people don't hold your eye contact or run away 🤷💗 if I see you feed your baby in public, however you feed, I'm cheering you on 👏👏👏",,,,,,
_busy.bee.three,21,0,2023-03-29T01:47:47.000Z,"R's breastfeeding journey - PART 2

My husband and I chatted leading up to the delivery of our fourth baby. I let him know my feelings and ""plan"" (quotation because if there is one thing I have learned in my years of parenting, it's that sometimes, many times, things won't go according to plan and we'll need to pivot). I let my husband know what I wanted, we discussed my limits & needs, and we prepared by purchasing things I knew I would need. 

Things we bought: 
- New Nipple shields, we purchased extra so there would always be an emergency set in the diaper bag & our vehicle (I have inverted nipples and even with expression they didn't evert enough for baby to latch). 

- New & extra sets of pump parts. Another big factor when you have inverted nipples is having the right size pump parts. This was something no one really told me until I had our third and the most wonderful God sent angle lactation consultant (that I also had the honor of working with) taught me SO much and changed everything for us. She was the first to ever get my milk moving and baby feeding. [This deserves a WHOLE post, so I'll share about that another day].

- New pump. I spent the whole pregnancy researching every pump under the sun. I ultimately decided to give the Spectra a try and spent my time showering the internet to get my hands on one in Canada. It wasn't easy, but after having tried almost every pump available only he Canadian market, and given my specific needs for a large flange size not offered by all companies, it was our best shot at success. I ended up being able to secure not one, but two brand new pumps. Yay! I set myself up for success with ensuring I had multiple sets of flanges, extra pump parts & adaptors (I used a 'hack' to be able to use the spectra pump with my medela mamymom flanges - as these are the only flanges that come in my size). 

My plan was simple - we would give it another shot and if it wasn't working, we wouldn't force it. We wouldn't go down without a fight, but we would give it our best shot and not get upset if things didn't work out again. 

#pivot #breastfeeding #breastfeedingmama #pumpingmama #triplefeeding #milkdonation",,,,,,
hope_and_wine,21,2,2023-02-06T20:26:51.000Z,"Breastfeeding can be hard. It’s not always as beautiful and easy and peaceful as movies and social media make it seem. This has been my experience anyways. And it’s okay to say breastfeeding is hard or it’s not for you. 

Especially as a mama to two 35 weekers, breastfeeding hasn’t gone anywhere close to what I had hoped for. With our first daughter she had other things making her feeding journey more difficult. But I was so hopeful this time. 

After exclusively pumping for 13 months, the last thing I wanted to see a few hours post-partum again was a breast pump. The lactation nurse came in and said “okay I don’t want to traumatize you but you need to start pumping”. 

However, here we are triple feeding, tube feeding and pumping like crazy again. Constantly being told it’ll “just click” when she hits full term. 3 more weeks to go?

But this time we have milk! And lots of it thankfully. Not pumping bottle to bottle and feed to feed. We have tons of frozen milk already. 

So here’s to my first bag of frozen milk this go around. We’ll get there this time. We have to. Just not as easily like I had hoped for. Again just have to work a little harder for something that should come “naturally”, this recurring theme that seems to pop up after going through infertility as well. 

After our first daughter I had told myself I wasn’t going to put myself through the torture of pumping for 13 months again. Yet, here I am contemplating it again. 

No matter what you do though remember to protect your sanity. And at the end of the day. Fed is best. Doesn’t matter how they get there. #fedisbest 

Did your breastfeeding journey go as planned? What did your feeding experience look like? Share below! 👇🏻👇🏻

____________
#breastfeeding #triplefeeding #pumpingmom  #exclusivepumping #medela #spectrabreastpump #newbornlife #prematurebaby #feedingdifficulties #breastfeedingsupport #breastfeedingawareness #fourthtrimester",,,,,,
itzjoeysjoey,21,9,2022-05-10T03:02:00.000Z,"Chaos, it’s absolute chaos. Triple feeding is completely insane and I’m over it. 
•
1 - Bottles. Because of Lola’s low birth weight we are fortifying her milk so she gets extra calories which means she needs a certain amount of bottles every day. She also sometimes needs a bottle to top her off if she doesn’t get what she needs from the breast. 
2 - Pumping. Either pumping both at the same time or pumping one side while breast feeding on the other. This is supposed to “save time” but that’s bullshit and my arms aren’t long enough, or something gets knocked out of place or Lola’s mad because I’m paying more attention to the pump. 
3 - Breastfeeding. Breastfeeding a premie is a whole different ball game, or so I’m told. She’s 9 weeks old and we’ve been at this for so long that it feels like she should have this down by now. When in reality she’s still maturing and it all just takes so much more time than we’d like. 
•
There are times where I will breastfeed on one side while pumping on the other side. I’ll pour what I’ve pumped into a bottle and give that to Lola while I pump the rest from the first side. That’s the “best” right now but it’s killing me slowly, especially when this girl eats every 3 hours. Better wash everything before we go again! 
•
Eventually she’ll be able to have the stamina to breast feed from both sides and empty them. That’s the goal! But for now…. I feed my baby with all the ways I can. 
•
This has all come to you from a mama with lactation support. I’ve had lactation consultants the whole time Lola was in the NICU and now I’m seeking out a private consultant to keep some consistency. There is no way I would be able to handle all of this on my own without support from someone who knows what the end of the tunnel looks like. Lactation consultants should be made available to women to help navigate this crazy journey. 
•
#ItzJoeysJoey #pregnancyjourney #joeyspregnancyjourney #firstpregnancy #babyoteroleonard #joeysmotherhoodjourney #babygirloteroleonard #preemie #10weeksearly #NICUBaby #NICUGraduate #newmom #mylactactionjourney #lactationconsultant #breastfeeding #triplefeeding #medela",,,,,,
tonguetieexperts,21,3,2022-06-28T16:00:31.000Z,"Did you know that one of the most common reasons that moms stop breastfeeding is fear of not having enough milk?

How do we know if a baby is getting enough milk?

In this episode, you will learn how much milk a baby actually needs, how we know there is enough, myths about milk supply, and signals that may indicate that further help is needed.

This information is for parents and for professionals who care for breastfeeding parents. Even if you are not a lactation consultant, it is vital for you to be able to either reassure your patients, give them simple ways to ensure adequate milk transfer, or refer them for expert lactation help when needed.

If you are expecting a baby, a new parent, or a physician and would like to get back to the basics of breastfeeding, join us for episode 9 of the Tongue Tied Experts podcast. 

#enoughmilk #lowmilksupply #pumpingmom #exclusivepumping #supplementing #formulasupplement #formulashortage #Nipplepain #latch #ibclc #PCOS #Breastfeedingafterbreastsurgery #pediatricians #insufficientmilksupply #IGT #powerpumping #Howmuchmilk #galactogogues #lactationcookies #Feedingcues #swaddling #feedondemand #skintoskin #increasemilksupply #moremilk #makingmoremilk #triplefeeding",,,,,,
jodie_blackbird,21,1,2021-12-29T18:33:15.000Z,"💀 Little one has smashed it today 💀
❤️ 8lb 2oz so an 8oz gain in 5 days - triple feeding is paying off ❤️
🍼 So bloody proud of us! I cannot recommend the Haakka pump enough! I'm managing to get 2oz - 3oz after every feed which we then use for top ups. I thought of giving up after the first 2 days of being told we needed to feed, express and bottle, but the hakka changed everything completely - hands free, natural suction, no noise and it doesn't break the bank 🍼
❤️ Couldn't have done it without my supportive husband Lee ❤️ from me crying with my head in my hands and wanting to quit, to crying over spilt breastmilk, he's been there encouraging us ❤️
😍 WE LOVE YOU LOTS 😍
💀 Oh and she nailed her jabs like a champ 💀 that's my girl 💀
.
.
.
#8weeks #8weeksold #daughter #motherhood #mothernature #lactation #maternity #normalisebreastfeeding #breastfeed #breastfeeding #breastmilk #breastfeedingmum #mumlife #postpartum #triplefeeding #breastfeedingmama #breastfeedingjourney #breastfeedingsupport #newmum #nursing #milkbooster #love #mum #parenting #breastfedbaby #alternativegirl #alternativemum #alternativebaby @haakaa_ukandireland",,,,,,
thinklikeamom_,21,11,2021-10-24T00:03:24.000Z,"Let’s talk about Pros and cons to exclusive breastfeeding. ⁣
⁣
I’ve always said that exclusive breastfeeding is not for everyone and families have to choose what feeding method works best for them. ⁣
⁣
Here’s MY experience with it:⁣
⁣
⁣
𝐏𝐫𝐨𝐬: ⁣
✨ Very convenient. No cleaning, preparing, or warming bottles.⁣
⁣
✨ The bonding experience and the way my baby looked at me while breastfeeding was amazing and indescribable.⁣
⁣
✨ I thought it was cool that my breastmilk changed to meet his age and developmental needs. ⁣
⁣
⁣
𝐂𝐨𝐧𝐬: ⁣
⁣
✨ Constantly worried if my baby is getting enough.⁣
⁣
✨ Lack of sleep being the sole person that can feed him.⁣
⁣
✨ Even though bonding was amazing it was tiring when he preferred me.⁣
⁣
✨ No control over my body, gained weight. ⁣
⁣
🍼 I’ve done exclusive breastfeeding, combo and triple feeding. With that said, I’ve decided that combo feeding worked best for me and my family. ⁣
⁣
Pumping SUCKED!! I absolutely hated it. ⁣
⁣
🤱🏽 My biggest struggle with exclusively breastfeeding was that I was the sole person responsible for feeding which resulted in lack of sleep and exhaustion. ⁣
⁣
For the next child my plans are to combo feed both breast and formula so that multiple people can feed my baby and I can get some well deserved sleep. ⁣
⁣
Everyone’s feeding journey is different. This pros and cons list is purely from my experience as a first time mom based on my own feeding journey.⁣
⁣
⁣
 What’s your pros and cons of exclusive breastfeeding from your experience?",,,,,,
breastmilksupply,21,2,2020-09-11T17:32:54.000Z,"Posted @withregram • @kellyibclc Hey Pumpers!! Want to save some time?  You don't have to warm up the bottle every time you give breastmilk!  It is just as good for them when it's cold. ⁠
⁠
If your baby is use to it being warmed up and rejects the cold, you may have to do a gradual change. ⁠
⁠
If the milk has been in the refrigerator for a few days, it may need to be heated just enough to mix in the fats.⁠
⁠
ADDED BONUS - If you are also feeding at the breast, having the bottle milk cold, makes the milk straight from the source that much more appealing, leading to less bottle preference. ⁠
⁠
If you are an exclusive pumper, I suggest getting them use to a range of temperatures, so when you need to (like when you are out and about) you can serve cold milk, but when your home and want more comfort out of the milk, you can serve it warm. ⁠
⁠
Times when it's a good idea to warm it up. ⁠
- Sleep time - they will go to sleep easier with warm milk⁠
- If they are sick - just like you, warm liquids when sick feel better.⁠
⁠
#breastmilk #breastfeeding #pumping #pumpingtip #pumpingmom #ibclc #breastfeedingtip #lactation #lactationconsultant #normalizebreastfeeding #bottles #bottlefeeding #warmmilk #postpartum #pregnancy #postpartumplan #triplefeeding #breastpump⁠",,,,,,
